section,phase,ratio,version,embedding_key,embedding_label,selection_strategy,selection_scope,predictor,hyperparam_policy,K,tau,item_r_mean,item_r_ci_lower,item_r_ci_upper,trait_r_mean,profile_r_mean,item_mae_mean,reference,source_artifact,within_minus_between_raw_cosine,mean_selected_set_coverage_shifted_cosine,mean_selected_set_redundancy_shifted_cosine,delta_item_r_vs_sbert,p_vs_sbert_holm,delta_item_r_selection_vs_A,p_selection_holm,jaccard_mean_vs_s_old
phase4_version_result,phase4,50.0,A1_fixed,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_old_fixed,SoftmaxKNN,fixed_phase2_preregistered,10.0,0.0999999999999999,0.4765948030703788,0.4706253855028708,0.4825642206378868,0.9418315525552646,0.9597913862823826,0.8893097954413367,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0480050912808379,0.0,,,
phase4_version_result,phase4,90.0,A1_fixed,sbert_original,SBERT (original),Coverage,S_old_fixed,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.601267868673923,0.5903691644749751,0.6121665728728709,0.9937064533469664,0.9934695818085408,0.6664310539721134,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,,,
phase4_version_result,phase4,90.0,A1_fixed,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_old_fixed,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.5561770501326964,0.5449755926457881,0.5673785076196046,0.9938774571571092,0.9940539867004934,0.718777538543215,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0450908185412265,0.0,,,
phase4_version_result,phase4,90.0,A1_fixed,mpnet_base_v2,MPNet-base-v2,Coverage,S_old_fixed,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.5858087835357045,0.5748586369919172,0.5967589300794919,0.993516221973193,0.9935439157529312,0.6833259919207559,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0154590851382184,0.0,,,
phase4_version_result,phase4,90.0,A1_fixed,e5_base_v2,E5-base-v2,Coverage,S_old_fixed,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.606923191421802,0.5961405100339477,0.6177058728096562,0.9942179333707728,0.9939599834756272,0.6919591165136321,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.005655322747879,0.0124,,,
phase4_version_result,phase4,90.0,A1_fixed,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_old_fixed,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.5890712334408718,0.578139320556085,0.6000031463256585,0.9939554015822284,0.993966973456042,0.6842769214704268,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0121966352330512,0.0,,,
phase4_version_result,phase4,10.0,A2_tuned,sbert_original,SBERT (original),Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0999999999999999,0.2767252392782875,0.2711094228116494,0.2823410557449257,0.6429576360119515,0.6954221575704942,1.018599347117257,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,,,
phase4_version_result,phase4,10.0,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.0999999999999999,0.2712341991403226,0.2648236052112949,0.2776447930693503,0.6629314382567717,0.6817720649765886,1.0288657920999846,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0054910401379649,0.0552,,,
phase4_version_result,phase4,10.0,A2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0999999999999999,0.2919530456813981,0.285976285376459,0.2979298059863372,0.63630534714354,0.6984513136153844,1.0079376041760952,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0152278064031105,0.0,,,
phase4_version_result,phase4,10.0,A2_tuned,e5_base_v2,E5-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.03,0.2925672919930722,0.2866315321961765,0.2985030517899678,0.6256239950365655,0.6926253110294116,1.0101479305807604,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0158420527147845,0.0,,,
phase4_version_result,phase4,10.0,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0499999999999999,0.2953544836937241,0.289293666388369,0.3014153009990792,0.6616682962877709,0.6957418260452864,1.0066267887323943,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0186292444154365,0.0,,,
phase4_version_result,phase4,30.0,A2_tuned,sbert_original,SBERT (original),Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,7.0,0.1999999999999999,0.3800445199296404,0.374610740724883,0.3854782991343979,0.8540655123727184,0.8911562647828053,0.953805623330416,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,,,
phase4_version_result,phase4,30.0,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0999999999999999,0.4064090233010284,0.4005158606531225,0.4123021859489343,0.8741141416063483,0.9024394169349936,0.9299068912910412,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0263645033713879,0.0,,,
phase4_version_result,phase4,30.0,A2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.0999999999999999,0.4473727359082305,0.4413501419764469,0.4533953298400142,0.8884200796106331,0.9001904849695886,0.8961423907946712,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0673282159785901,0.0,,,
phase4_version_result,phase4,30.0,A2_tuned,e5_base_v2,E5-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,7.0,0.03,0.4308034598272689,0.4251062999819594,0.4365006196725784,0.8781786696739268,0.9060146451603772,0.9127187035029776,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0507589398976285,0.0,,,
phase4_version_result,phase4,30.0,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,15.0,0.0999999999999999,0.4205478203595691,0.4147751516851953,0.4263204890339429,0.8533588423455759,0.9067736098153338,0.9603108660317397,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0405033004299287,0.0,,,
phase4_version_result,phase4,50.0,A2_tuned,sbert_original,SBERT (original),Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.1799927246271371,0.4316511854953871,0.4257445743768844,0.4375577966138899,0.9408087837566734,0.9509671537335408,0.9064267459860436,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,,,
phase4_version_result,phase4,50.0,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.1999999999999999,0.4519971909389168,0.4456604842483872,0.4583338976294464,0.9431417540236836,0.9555884081001228,0.8846581470471222,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0203460054435296,0.0,,,
phase4_version_result,phase4,50.0,A2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.0999999999999999,0.4896052654001855,0.4832116989912376,0.4959988318091334,0.9451657408464031,0.9486291295084816,0.8441653528248464,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0579540799047982,0.0,,,
phase4_version_result,phase4,50.0,A2_tuned,e5_base_v2,E5-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,15.0,0.0499999999999999,0.4761349996961019,0.4702219591889146,0.4820480402032893,0.9382880876860978,0.9594572111882802,0.9067449376252792,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0444838142007147,0.0,,,
phase4_version_result,phase4,50.0,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,15.0,0.0999999999999999,0.4872038145558358,0.4812945134578372,0.4931131156538343,0.9380389279606272,0.96097786233789,0.9015098774126564,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0555526290604486,0.0,,,
phase4_version_result,phase4,90.0,A2_tuned,sbert_original,SBERT (original),Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.1999999999999999,0.613302217267876,0.6024099002162174,0.6241945343195346,0.9946244015255814,0.9947802190453908,0.6869052161840851,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,,,
phase4_version_result,phase4,90.0,A2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,15.0,0.0999999999999999,0.573505585512366,0.5628234024454294,0.5841877685793025,0.994442353573478,0.9947807621021244,0.7580819707693561,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0397966317555101,0.0,,,
phase4_version_result,phase4,90.0,A2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.1999999999999999,0.6092553608109564,0.5987498528254545,0.6197608687964584,0.994423737649184,0.9941143947177138,0.7097312238593043,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0040468564569197,0.2564,,,
phase4_version_result,phase4,90.0,A2_tuned,e5_base_v2,E5-base-v2,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.0459985449254274,0.6065864794823103,0.5960237239661664,0.6171492349984541,0.9944125497017708,0.9942646139473212,0.7185465921440228,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0067157377855657,0.0168,,,
phase4_version_result,phase4,90.0,A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_old_fixed,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.1200072753728628,0.6166967916003608,0.6063349412594123,0.6270586419413093,0.9943398460596822,0.9942924737212812,0.6946024804601374,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0033945743324846,0.2564,,,
phase4_version_result,phase4,10.0,B1_fixed,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.2763146846497246,0.270688910406446,0.2819404588930031,0.6429865301648989,0.69283003436438,1.0207648330386812,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,2.5056176549464448e-17,0.0,1.0
phase4_version_result,phase4,10.0,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.2984767851163499,0.2928953568434946,0.3040582133892052,0.657470368097711,0.7484268542480133,1.0020504141288331,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0221621004666253,0.0,0.0316085271152414,0.0,0.1111111111111111
phase4_version_result,phase4,10.0,B1_fixed,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.3506870790084507,0.34489873591457,0.3564754221023313,0.6776437346024969,0.7715351048489159,0.9835946986214232,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0743723943587261,0.0,0.0621941932135398,0.0,0.1764705882352941
phase4_version_result,phase4,10.0,B1_fixed,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.2455896479502723,0.2397681176175914,0.2514111782829532,0.4455193927198039,0.6703710653494042,1.061176077283792,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0307934047292477,0.0,0.0173236522744792,0.0,0.1764705882352941
phase4_version_result,phase4,10.0,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.3166986323681303,0.3110531102056498,0.3223441545306108,0.5747638930240582,0.7243954939545822,1.0165343509586215,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0403839477184057,0.0,0.0300785454856425,0.0,0.25
phase4_version_result,phase4,30.0,B1_fixed,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.3661990465194644,0.3608040148326804,0.3715940782062483,0.8560252250226723,0.880140808789208,0.9488408283833026,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,-0.0031276190109817,0.0,0.9354838709677418
phase4_version_result,phase4,30.0,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.4066714026962705,0.4012062723160368,0.4121365330765043,0.8741093728736242,0.9117246622700782,0.9204412234606684,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0404723561768061,0.0,0.0025092861525084,0.1408,0.2
phase4_version_result,phase4,30.0,B1_fixed,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.4274966952901407,0.4218317605497168,0.4331616300305646,0.8824990150247194,0.9111829661221952,0.9192615632102146,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0612976487706763,0.0,-0.0116319239991507,0.0,0.3043478260869565
phase4_version_result,phase4,30.0,B1_fixed,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.3953248714794517,0.3894582700839269,0.4011914728749765,0.8126667110494645,0.8891904375012329,0.953892052240616,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0291258249599873,0.0,0.0052166446458036,0.0152,0.2244897959183673
phase4_version_result,phase4,30.0,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,7.0,0.0999999999999999,0.4249653845750648,0.4189974560576343,0.4309333130924952,0.8755839258191361,0.8986769131912851,0.9166905006903018,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0587663380556004,0.0,0.0131748480457729,0.0,0.3043478260869565
phase4_version_result,phase4,50.0,B1_fixed,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,10.0,0.0999999999999999,0.4315828646233322,0.4256167973487382,0.4375489318979261,0.9410632430020844,0.946378869437242,0.887575824571917,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,0.0029931528337913,0.0,0.9230769230769232
phase4_version_result,phase4,50.0,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,10.0,0.0999999999999999,0.4528130805935873,0.4468199330204121,0.4588062281667625,0.9416823984510116,0.9476479126611704,0.8840932238254993,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.021230215970255,0.0,0.0059090543621182,0.003,0.3333333333333333
phase4_version_result,phase4,50.0,B1_fixed,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,10.0,0.0999999999999999,0.4739258756834425,0.467920350912875,0.47993140045401,0.9382822187677028,0.9546637048081156,0.8892609532278765,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0423430110601103,0.0,-0.0075581601373084,0.0,0.4084507042253521
phase4_version_result,phase4,50.0,B1_fixed,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,10.0,0.0999999999999999,0.4592856712394835,0.4526256564196386,0.4659456860593284,0.9237983332851554,0.9422058601917304,0.9336572578578024,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0277028066161514,0.0,0.0106156468446578,0.0,0.4492753623188406
phase4_version_result,phase4,50.0,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,10.0,0.0999999999999999,0.4657167848030815,0.4590333261383618,0.4724002434678012,0.9458046419337498,0.9304602126604729,0.8956190095449703,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0341339201797493,0.0,-0.0108780182672972,0.0,0.5151515151515151
phase4_version_result,phase4,90.0,B1_fixed,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.601267868673923,0.5903691644749751,0.6121665728728709,0.9937064533469664,0.9934695818085408,0.6664310539721134,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,4.990367968953021e-18,0.0,1.0
phase4_version_result,phase4,90.0,B1_fixed,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.4143497381475623,0.4024978991815762,0.4262015771135484,0.9911769248110496,0.9919340834107532,0.8310089010243817,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.1869181305263606,0.0,-0.141827311985134,0.0,0.8556701030927835
phase4_version_result,phase4,90.0,B1_fixed,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.5542630785972928,0.5429039624510846,0.5656221947435011,0.9925898935794552,0.9937855401208808,0.7028069657170741,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0470047900766302,0.0,-0.0315457049384117,0.0,0.875
phase4_version_result,phase4,90.0,B1_fixed,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.4654677119645761,0.4547120170082414,0.4762234069209107,0.992958587227403,0.99333474003142,0.7944519651857128,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.1358001567093469,0.0,-0.1414554794572259,0.0,0.8181818181818181
phase4_version_result,phase4,90.0,B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,fixed_phase2_preregistered,3.0,0.03,0.5464802718643814,0.5346140084499573,0.5583465352788055,0.9927486270053766,0.993526167807553,0.7113474340497108,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0547875968095415,0.0,-0.0425909615764902,0.0,0.8947368421052632
phase4_version_result,phase4,10.0,B2_tuned,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0999999999999999,0.2767252392782875,0.2711094228116494,0.2823410557449257,0.6429576360119515,0.6954221575704942,1.018599347117257,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,2.5448045800835238e-17,0.0,1.0
phase4_version_result,phase4,10.0,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,7.0,0.0999999999999999,0.2984767851163499,0.2928953568434946,0.3040582133892052,0.657470368097711,0.7484268542480133,1.0020504141288331,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0217515458380623,0.0,0.0272425859760273,0.0,0.1111111111111111
phase4_version_result,phase4,10.0,B2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,7.0,0.0999999999999999,0.3506870790084507,0.34489873591457,0.3564754221023313,0.6776437346024969,0.7715351048489159,0.9835946986214232,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0739618397301631,0.0,0.0587340333270526,0.0,0.1764705882352941
phase4_version_result,phase4,10.0,B2_tuned,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.03,0.300270943051135,0.2940447724864431,0.306497113615827,0.6154832288483967,0.6962904212426498,1.010501764317724,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0234795094107314,0.0,0.0075735042339397,0.0289999999999999,0.1764705882352941
phase4_version_result,phase4,10.0,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.0999999999999999,0.3233150560390465,0.3175660489792631,0.3290640630988299,0.5954651605426056,0.7280641941403515,1.010024809728,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0465898167607589,0.0,0.0279605723453223,0.0,0.25
phase4_version_result,phase4,30.0,B2_tuned,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,7.0,0.1999999999999999,0.3805156858151376,0.3751306602509962,0.385900711379279,0.8531595304858295,0.8901357717839826,0.9537267057573704,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,0.0004711658854972,0.7824,0.9354838709677418
phase4_version_result,phase4,30.0,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.1200072753728628,0.4066706723925082,0.4011247030265932,0.4122166417584232,0.8730728054410166,0.91158812932288,0.9225460521146988,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0261549865773706,0.0,0.0002616490914798,0.8828,0.2
phase4_version_result,phase4,30.0,B2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.1999999999999999,0.4356072004359351,0.4298115826754115,0.4414028181964586,0.8786433785741062,0.9108417005301124,0.9236492414427284,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0550915146207975,0.0,-0.0117655354722954,0.0,0.3043478260869565
phase4_version_result,phase4,30.0,B2_tuned,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.0899963623135685,0.4070911820962338,0.4014864435351636,0.4126959206573041,0.8320712463464762,0.8863846305628672,0.9367305372308072,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0265754962810962,0.0,-0.0237122777310351,0.0,0.2244897959183673
phase4_version_result,phase4,30.0,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0999999999999999,0.4272834756213724,0.4212203480366922,0.4333466032060526,0.8662269913974908,0.903190127309943,0.9264240890038624,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0467677898062349,0.0,0.0067356552618033,0.0012,0.3043478260869565
phase4_version_result,phase4,50.0,B2_tuned,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.1999999999999999,0.4381468670203977,0.4322858368447257,0.4440078971960696,0.9404264779028224,0.9544647217716428,0.9146084258510884,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,0.0064956815250104,0.0,0.9230769230769232
phase4_version_result,phase4,50.0,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.1999999999999999,0.4651943575276723,0.4591201261217849,0.4712685889335598,0.9401773701503432,0.9485831745281076,0.8881936052712736,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0270474905072746,0.0,0.0131971665887554,0.0,0.3333333333333333
phase4_version_result,phase4,50.0,B2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,5.0,0.1999999999999999,0.4877969980988802,0.4817824396477598,0.4938115565500006,0.938961390684162,0.954429567673585,0.8911822962489293,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0496501310784825,0.0,-0.0018082673013052,0.7824,0.4084507042253521
phase4_version_result,phase4,50.0,B2_tuned,e5_base_v2,E5-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0699890869407056,0.4658091157681583,0.4593474024901567,0.4722708290461599,0.9284002879936636,0.9403806856227188,0.906694478070602,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0276622487477606,0.0,-0.0103258839279436,0.0,0.4492753623188406
phase4_version_result,phase4,50.0,B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,10.0,0.0999999999999999,0.4657167848030815,0.4590333261383618,0.4724002434678012,0.9458046419337498,0.9304602126604729,0.8956190095449703,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,0.0275699177826838,0.0,-0.0214870297527542,0.0,0.5151515151515151
phase4_version_result,phase4,90.0,B2_tuned,sbert_original,SBERT (original),Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,3.0,0.1999999999999999,0.613302217267876,0.6024099002162174,0.6241945343195346,0.9946244015255814,0.9947802190453908,0.6869052161840851,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,,,4.428184680898219e-18,0.0,1.0
phase4_version_result,phase4,90.0,B2_tuned,minilm_l6_v2,MiniLM-L6-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,15.0,0.1999999999999999,0.5298658792510795,0.518720909140144,0.541010849362015,0.9935019004724824,0.9951920472298084,0.7774463242663395,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0834363380167966,0.0,-0.0436397062612864,0.0,0.8556701030927835
phase4_version_result,phase4,90.0,B2_tuned,mpnet_base_v2,MPNet-base-v2,Coverage,S_new_embedding_specific_reselected,SoftmaxKNN,embedding_specific_train_inner_tuned,7.0,0.1999999999999999,0.5972354258318525,0.5861773778599884,0.6082934738037167,0.9941665466316768,0.9952989982936782,0.7076138085596302,Phase 4 A/B embedding and re-selection comparison,results/phase4/figures/table4.csv,,,,-0.0160667914360235,0.0052,-0.0120199349791038,0.1368,0.875
