version,embedding_key,embedding_label,ratio,n_participants,n_folds,K_mode,tau_mean,scoring_convention,rounded_primary,item_r_mean,item_r_ci_lower,item_r_ci_upper,item_mae_mean,item_mae_ci_lower,item_mae_ci_upper,item_rmse_mean,item_rmse_ci_lower,item_rmse_ci_upper,rounded_accuracy_mean,rounded_accuracy_ci_lower,rounded_accuracy_ci_upper,rounded_mae_mean,rounded_mae_ci_lower,rounded_mae_ci_upper,profile_r_mean,profile_r_ci_lower,profile_r_ci_upper,trait_r_mean,trait_r_mean_ci_lower,trait_r_mean_ci_upper,jaccard_mean_vs_s_old,jaccard_min_vs_s_old,jaccard_max_vs_s_old,selection_changed_any_fold,delta_item_r_vs_sbert,delta_item_r_vs_sbert_ci_lower,delta_item_r_vs_sbert_ci_upper,p_vs_sbert_raw,p_vs_sbert_holm,p_vs_sbert_bh,delta_item_r_selection_vs_A,delta_item_r_selection_vs_A_ci_lower,delta_item_r_selection_vs_A_ci_upper,p_selection_raw,p_selection_holm,p_selection_bh
A2_tuned,e5_base_v2,E5-base-v2,30,2749,5,7,0.03,heldout_unselected_items_only_phase2_convention,False,0.4308034598272689,0.4251062999819594,0.4365006196725784,0.9127187035029776,0.9068857346319956,0.9185516723739596,1.147277602302923,1.140529120290392,1.154026084315454,0.3471028425921114,0.3440938600240672,0.3501118251601556,0.8883594034194254,0.8821504489171562,0.8945683579216946,0.9060146451603772,0.9012367333267532,0.910792556994001,0.8781786696739268,0.8699073729976824,0.8864499663501711,,,,,0.0507589398976285,0.0475594206638789,0.05395919227683,0.0,0.0,0.0,,,,,,
A2_tuned,minilm_l6_v2,MiniLM-L6-v2,30,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4064090233010284,0.4005158606531225,0.4123021859489343,0.9299068912910412,0.9238693829202412,0.9359443996618416,1.157100021174909,1.1502951868762803,1.1639048554735374,0.3342150392350465,0.3311606466945457,0.3372694317755472,0.9061009198149976,0.899683621214035,0.9125182184159604,0.9024394169349936,0.897520092385339,0.9073587414846483,0.8741141416063483,0.866041700616829,0.8821865825958676,,,,,0.0263645033713879,0.0224710691781433,0.030263519938872,0.0,0.0,0.0,,,,,,
A2_tuned,mpnet_base_v2,MPNet-base-v2,30,2749,5,3,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4473727359082305,0.4413501419764469,0.4533953298400142,0.8961423907946712,0.8900045110140812,0.9022802705752612,1.1662000553020149,1.1588014003608609,1.1735987102431689,0.3736631502364495,0.3706753590652904,0.3766509414076086,0.8776022449721977,0.8711414404880307,0.8840630494563648,0.9001904849695886,0.8949586052565751,0.9054223646826022,0.8884200796106331,0.8802897847756144,0.8965503744456518,,,,,0.0673282159785901,0.063614183735299,0.0709908341648408,0.0,0.0,0.0,,,,,,
A2_tuned,sbert_original,SBERT (original),30,2749,5,7,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.3800445199296404,0.374610740724883,0.3854782991343979,0.953805623330416,0.9478552950628824,0.9597559515979496,1.1791452216546454,1.1723856517431506,1.1859047915661405,0.3223769682481942,0.3192003166815565,0.3255536198148318,0.9260874084082524,0.9197095120592272,0.9324653047572776,0.8911562647828053,0.8856444499270684,0.8966680796385422,0.8540655123727184,0.8433421205108196,0.8647889042346173,,,,,,,,,,,,,,,,
A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,50,2749,5,15,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4872038145558358,0.4812945134578372,0.4931131156538343,0.9015098774126564,0.8954280346417344,0.9075917201835784,1.0925768691272613,1.0859835623355043,1.0991701759190182,0.3177228082939251,0.3139113867342727,0.3215342298535774,0.8768133866860677,0.8701419581804646,0.8834848151916708,0.96097786233789,0.9586342757309676,0.9633214489448122,0.9380389279606272,0.933311763280249,0.9427660926410052,,,,,0.0555526290604486,0.0519950396311227,0.0591302366595945,0.0,0.0,0.0,,,,,,
A2_tuned,e5_base_v2,E5-base-v2,50,2749,5,15,0.0499999999999999,heldout_unselected_items_only_phase2_convention,False,0.4761349996961019,0.4702219591889146,0.4820480402032893,0.9067449376252792,0.9006269761267192,0.912862899123839,1.0979277673488002,1.0913522780143223,1.104503256683278,0.3160494725354674,0.3122354243814723,0.3198635206894625,0.8839869043288469,0.8772629728490303,0.8907108358086634,0.9594572111882802,0.9570459825185582,0.9618684398580022,0.9382880876860978,0.9334030011483264,0.9431731742238691,,,,,0.0444838142007147,0.0409850146531103,0.0479767181894804,0.0,0.0,0.0,,,,,,
A2_tuned,minilm_l6_v2,MiniLM-L6-v2,50,2749,5,5,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4519971909389168,0.4456604842483872,0.4583338976294464,0.8846581470471222,0.878494883941624,0.8908214101526204,1.1030108389252355,1.0959517625203865,1.1100699153300848,0.3522881047653692,0.3488516162944239,0.3557245932363144,0.8574026918879593,0.8507644800373396,0.8640409037385789,0.9555884081001228,0.9530676164224808,0.9581091997777648,0.9431417540236836,0.938168798974737,0.9481147090726302,,,,,0.0203460054435296,0.0159171143263719,0.0248842913820078,0.0,0.0,0.0,,,,,,
A2_tuned,mpnet_base_v2,MPNet-base-v2,50,2749,5,5,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4896052654001855,0.4832116989912376,0.4959988318091334,0.8441653528248464,0.8380078310441663,0.8503228746055265,1.090029758889324,1.0826392422111315,1.0974202755675162,0.3891378683157512,0.3857608744152088,0.3925148622162936,0.8215205529283375,0.8149318646079275,0.8281092412487474,0.9486291295084816,0.9455585981510604,0.9516996608659029,0.9451657408464031,0.9400853963995308,0.9502460852932756,,,,,0.0579540799047982,0.0543254927117294,0.0617008088440788,0.0,0.0,0.0,,,,,,
A2_tuned,sbert_original,SBERT (original),50,2749,5,10,0.1799927246271371,heldout_unselected_items_only_phase2_convention,False,0.4316511854953871,0.4257445743768844,0.4375577966138899,0.9064267459860436,0.900269296548228,0.9125841954238594,1.1176613003711056,1.110823386441918,1.1244992143002932,0.3329065114587123,0.3292444297069106,0.3365685932105139,0.881549654419789,0.8748913258490454,0.8882079829905327,0.9509671537335408,0.9482004174558364,0.9537338900112454,0.9408087837566734,0.9353981628118224,0.9462194047015244,,,,,,,,,,,,,,,,
A2_tuned,bge_base_en_v15,BGE-base-en-v1.5,90,2749,5,3,0.1200072753728628,heldout_unselected_items_only_phase2_convention,False,0.6166967916003608,0.6063349412594123,0.6270586419413093,0.6946024804601374,0.6853386800002373,0.7038662809200374,0.9103272272290982,0.8989254460726188,0.9217290083855776,0.4834849036013096,0.4769521575941468,0.4900176496084724,0.6595489268825027,0.6491731340364791,0.6699247197285262,0.9942924737212812,0.993668314195004,0.9949166332475582,0.9943398460596822,0.993975093804684,0.9947045983146804,,,,,0.0033945743324846,-0.0012641217892515,0.0082172235977708,0.1624,0.2564,0.1624,,,,,,
