version,embedding_key,embedding_label,ratio,fold,predictor,rounded,scoring_convention,hyperparam_source,best_K,best_tau,item_r,item_r_ci_lower,item_r_ci_upper,item_mae,item_rmse,item_rounded_accuracy,item_rounded_mae,trait_r_O,trait_r_C,trait_r_E,trait_r_A,trait_r_N,trait_r_mean,profile_r,selected_S,selected_S_hash,selected_S_source,s_new_coverage,s_new_redundancy,s_old_fold_hash,s_old_coverage,s_old_redundancy,jaccard_vs_s_old,intersection_n,union_n,n_test_subjects
B1_fixed,sbert_original,SBERT (original),30,4,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,7,0.1,0.37641766482783007,0.364756753989777,0.3880785756658831,0.9465281844912299,1.2183289304555298,0.3587561800676555,0.9219880301847515,0.8957373097396344,0.9209626643593531,0.8242569173638923,0.7801640903804786,0.8822169642556277,0.8606675892197971,0.8950073359019454,"4,7,8,12,20,23,25,28,29,35,36,40,41,42,43,45,47,48,49,50,59,66,67,73,77,80,83,86,88,94",1ce15da48f8052fb,coverage_selector_embedding_specific,0.8829888774252218,0.6177224169867237,62099f7a34f67aa9,0.8829888945012074,0.6164002583578039,0.9354838709677419,29,31,549
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,0,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.46631985184921965,0.45130035026966003,0.48133935342877926,0.8994158741269958,1.10699611353955,0.3384727272727273,0.8704727272727273,0.9527547422822442,0.9626105247552514,0.9586622166489063,0.9344869934580413,0.9214385495362042,0.9459906053361294,0.9249984760669195,"0,1,5,6,7,9,11,12,16,18,20,21,23,27,28,31,35,37,38,39,40,43,44,45,48,51,57,58,59,60,62,66,68,69,70,71,72,73,74,77,79,81,83,84,88,90,93,94,96,97",6eea9f717fd92763,coverage_selector_embedding_specific,0.9450588622917055,0.7713493584730263,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.5151515151515151,34,66,550
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,1,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.46279429353392454,0.4478448568959501,0.477743730171899,0.9007381649649463,1.1073109025357342,0.33643636363636364,0.8716363636363637,0.951325875090726,0.9565875503285882,0.9544138520594665,0.929289382082468,0.9244205592318808,0.9432074437586259,0.9318471691272722,"0,1,5,6,7,9,11,12,16,18,20,21,23,27,28,31,35,37,38,39,40,43,44,45,48,51,57,58,59,60,62,66,68,69,70,71,72,73,74,77,79,81,83,84,88,90,93,94,96,97",6eea9f717fd92763,coverage_selector_embedding_specific,0.9450588622917055,0.7713493584730263,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.5151515151515151,34,66,550
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,2,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.468038443491535,0.4536268564323939,0.4824500305506761,0.8889366098310486,1.0922600075837903,0.33941818181818184,0.8623272727272727,0.9640960215724632,0.9595775891305874,0.9595609018123546,0.9312078614195305,0.9271360315389262,0.9483156810947724,0.9341283299767482,"0,1,5,6,7,9,11,12,16,18,20,21,23,27,28,31,35,37,38,39,40,43,44,45,48,51,57,58,59,60,62,66,68,69,70,71,72,73,74,77,79,81,83,84,88,90,93,94,96,97",6eea9f717fd92763,coverage_selector_embedding_specific,0.9450588622917055,0.7713493584730263,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.5151515151515151,34,66,550
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,3,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.4557988418467283,0.4401367295649412,0.4714609541285154,0.8972219325243488,1.1016511388254366,0.3366909090909091,0.8677818181818182,0.9544040098996974,0.9589214333728916,0.9541009541622425,0.9337069747961315,0.9322435732002592,0.9466753890862446,0.9235931564174228,"0,1,5,6,7,9,11,12,16,18,20,21,23,27,28,31,35,37,38,39,40,43,44,45,48,51,57,58,59,60,62,66,68,69,70,71,72,73,74,77,79,81,83,84,88,90,93,94,96,97",6eea9f717fd92763,coverage_selector_embedding_specific,0.9450588622917055,0.7713493584730263,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.5151515151515151,34,66,550
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,4,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.47565165317658126,0.46086190396250704,0.4904414023906555,0.8917754780384091,1.095312056523566,0.3358834244080146,0.8654644808743169,0.9612482653568087,0.9579382272192005,0.9595223710448341,0.9207639288999258,0.9246976594441136,0.9448340903929765,0.9377272837101148,"0,1,5,6,7,9,11,12,16,18,20,21,23,27,28,31,35,37,38,39,40,43,44,45,48,51,57,58,59,60,62,66,68,69,70,71,72,73,74,77,79,81,83,84,88,90,93,94,96,97",6eea9f717fd92763,coverage_selector_embedding_specific,0.9450588622917055,0.7713493584730263,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.5151515151515151,34,66,549
B1_fixed,e5_base_v2,E5-base-v2,50,0,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.46114866287989387,0.44623487069197654,0.4760624550678112,0.9343693574163432,1.124516770382047,0.30269090909090907,0.9100363636363636,0.909543484253304,0.982403578180371,0.9722315391009401,0.8325774370890386,0.9362384576064836,0.9265988992460276,0.939528956011665,"0,4,5,7,8,13,14,16,17,18,19,20,21,23,27,29,31,34,36,37,38,42,43,44,47,57,58,59,60,62,66,70,71,72,73,74,77,79,82,83,87,88,89,90,92,93,95,96,97,98",5ae9976a061dca51,coverage_selector_embedding_specific,0.9715854519610145,0.8792839558638342,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.4492753623188406,31,69,550
B1_fixed,e5_base_v2,E5-base-v2,50,1,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.45768217527637395,0.4422431034075709,0.473121247145177,0.943841794397333,1.1356024252595365,0.2996,0.9174909090909091,0.896562517091364,0.9799688787827027,0.9610713145499769,0.7999746372899685,0.9357691444633557,0.9146692984354736,0.9412140065028015,"0,4,5,7,8,13,14,16,17,18,19,20,21,23,27,29,31,34,36,37,38,42,43,44,47,57,58,59,60,62,66,70,71,72,73,74,77,79,82,83,87,88,89,90,92,93,95,96,97,98",5ae9976a061dca51,coverage_selector_embedding_specific,0.9715854519610145,0.8792839558638342,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.4492753623188406,31,69,550
B1_fixed,e5_base_v2,E5-base-v2,50,2,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.45828399833260597,0.44410105008936773,0.4724669465758442,0.9280884257615056,1.1189796437568078,0.30509090909090913,0.9037090909090909,0.9124718275123703,0.9797300736957907,0.9715576524777257,0.8342858776682729,0.9354152497998288,0.9266921362307977,0.9440350846898987,"0,4,5,7,8,13,14,16,17,18,19,20,21,23,27,29,31,34,36,37,38,42,43,44,47,57,58,59,60,62,66,70,71,72,73,74,77,79,82,83,87,88,89,90,92,93,95,96,97,98",5ae9976a061dca51,coverage_selector_embedding_specific,0.9715854519610145,0.8792839558638342,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.4492753623188406,31,69,550
B1_fixed,e5_base_v2,E5-base-v2,50,3,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.4464024052243759,0.4306308001911581,0.4621740102575937,0.9327076933881489,1.1256024289458404,0.3072,0.9067272727272727,0.9054242647476316,0.9800774352282651,0.9664375388820936,0.8367934553667657,0.9388790291846952,0.9255223446818903,0.9375056319656517,"0,4,5,7,8,13,14,16,17,18,19,20,21,23,27,29,31,34,36,37,38,42,43,44,47,57,58,59,60,62,66,70,71,72,73,74,77,79,82,83,87,88,89,90,92,93,95,96,97,98",5ae9976a061dca51,coverage_selector_embedding_specific,0.9715854519610145,0.8792839558638342,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.4492753623188406,31,69,550
B1_fixed,e5_base_v2,E5-base-v2,50,4,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.47293932656956905,0.45875644117791237,0.48712221196122574,0.9292710433902852,1.1189780559648232,0.3038251366120218,0.9052823315118397,0.9257595303639427,0.9803735325933501,0.9651882272542082,0.8231233601152962,0.9331002888311437,0.9255089878315882,0.9487477819948953,"0,4,5,7,8,13,14,16,17,18,19,20,21,23,27,29,31,34,36,37,38,42,43,44,47,57,58,59,60,62,66,70,71,72,73,74,77,79,82,83,87,88,89,90,92,93,95,96,97,98",5ae9976a061dca51,coverage_selector_embedding_specific,0.9715854519610145,0.8792839558638342,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.4492753623188406,31,69,549
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,0,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.45073564912714537,0.43709241990838416,0.4643788783459066,0.8871533675081169,1.132823159985643,0.3689454545454545,0.8621090909090909,0.9415893854442233,0.9688709275468712,0.9554361735936641,0.895609359165844,0.94865973948348,0.9420331170468165,0.9441621025621665,"0,1,2,5,6,7,10,11,12,14,15,16,18,19,20,22,23,27,28,38,40,43,44,51,52,56,57,59,60,62,65,66,67,68,70,71,73,74,77,78,79,81,83,88,89,91,93,94,97,98",61a3f94b6fb57ce0,coverage_selector_embedding_specific,0.8968412566750569,0.5915875000439267,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.3333333333333333,25,75,550
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,1,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.4502553160857627,0.4365634391020931,0.4639471930694323,0.8901827161237061,1.1324962863118502,0.3637090909090908,0.8661090909090909,0.9482233013516933,0.9656877009298392,0.9545300586947018,0.8696962542757484,0.9493075973568281,0.9374889825217622,0.9499090010219213,"0,1,2,5,6,7,10,11,12,14,15,16,18,19,20,22,23,27,28,38,40,43,44,51,52,56,57,59,60,62,65,66,67,68,70,71,73,74,77,78,79,81,83,88,89,91,93,94,97,98",61a3f94b6fb57ce0,coverage_selector_embedding_specific,0.8968412566750569,0.5915875000439267,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.3333333333333333,25,75,550
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,2,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.45256279033025953,0.4395578491429901,0.46556773151752895,0.8798134948468302,1.1211001472625912,0.3680363636363636,0.8526545454545454,0.9588401105432883,0.9676537788091705,0.9521042041116629,0.8847456557920396,0.9488748175859664,0.9424437133684254,0.947624070285444,"0,1,2,5,6,7,10,11,12,14,15,16,18,19,20,22,23,27,28,38,40,43,44,51,52,56,57,59,60,62,65,66,67,68,70,71,73,74,77,78,79,81,83,88,89,91,93,94,97,98",61a3f94b6fb57ce0,coverage_selector_embedding_specific,0.8968412566750569,0.5915875000439267,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.3333333333333333,25,75,550
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,3,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.44815346980011916,0.4343366373992695,0.46197030220096885,0.884908148511495,1.1280178181361684,0.36618181818181816,0.8615636363636363,0.9465110349985324,0.9656582602059323,0.948004206442459,0.9011951063256682,0.9527384251273244,0.9428214066199831,0.9421895395566455,"0,1,2,5,6,7,10,11,12,14,15,16,18,19,20,22,23,27,28,38,40,43,44,51,52,56,57,59,60,62,65,66,67,68,70,71,73,74,77,78,79,81,83,88,89,91,93,94,97,98",61a3f94b6fb57ce0,coverage_selector_embedding_specific,0.8968412566750569,0.5915875000439267,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.3333333333333333,25,75,550
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,4,SoftmaxKNN,False,heldout_unselected_items_only_phase2_convention,phase2_fixed_preregistered_softmax,10,0.1,0.46237177992986733,0.449413951295583,0.4753296085641517,0.8783980372526705,1.1217567519163698,0.37191256830601094,0.8507832422586521,0.955939952257199,0.9637639626941131,0.9550615686077893,0.8893472764496119,0.954011103481638,0.9436247726980703,0.9543543677613151,"0,1,2,5,6,7,10,11,12,14,15,16,18,19,20,22,23,27,28,38,40,43,44,51,52,56,57,59,60,62,65,66,67,68,70,71,73,74,77,78,79,81,83,88,89,91,93,94,97,98",61a3f94b6fb57ce0,coverage_selector_embedding_specific,0.8968412566750569,0.5915875000439267,d172a87b5a6e4875,0.930037828572538,0.6265620656816998,0.3333333333333333,25,75,549
