embedding_key,embedding_label,ratio,fold,version_scope,s_new_hash,s_old_fold_hash,s_new_size,s_old_size,intersection_n,union_n,jaccard_overlap,selection_changed,items_only_in_s_new,items_only_in_s_old,s_new_coverage,s_new_redundancy,s_old_coverage,s_old_redundancy
bge_base_en_v15,BGE-base-en-v1.5,30,0,B1_and_B2_shared_selection,d4ab89ba5be2ea63,62099f7a34f67aa9,30,30,14,46,0.30434782608695654,True,"0,5,11,16,18,27,57,58,60,62,68,69,70,81,96,97","4,7,12,20,25,29,36,41,42,47,49,50,67,77,80,86",0.9148476662932079,0.7711159964257489,0.8829888945012074,0.6164002583578039
bge_base_en_v15,BGE-base-en-v1.5,30,1,B1_and_B2_shared_selection,d4ab89ba5be2ea63,62099f7a34f67aa9,30,30,14,46,0.30434782608695654,True,"0,5,11,16,18,27,57,58,60,62,68,69,70,81,96,97","4,7,12,20,25,29,36,41,42,47,49,50,67,77,80,86",0.9148476662932079,0.7711159964257489,0.8829888945012074,0.6164002583578039
bge_base_en_v15,BGE-base-en-v1.5,30,2,B1_and_B2_shared_selection,d4ab89ba5be2ea63,62099f7a34f67aa9,30,30,14,46,0.30434782608695654,True,"0,5,11,16,18,27,57,58,60,62,68,69,70,81,96,97","4,7,12,20,25,29,36,41,42,47,49,50,67,77,80,86",0.9148476662932079,0.7711159964257489,0.8829888945012074,0.6164002583578039
bge_base_en_v15,BGE-base-en-v1.5,30,3,B1_and_B2_shared_selection,d4ab89ba5be2ea63,62099f7a34f67aa9,30,30,14,46,0.30434782608695654,True,"0,5,11,16,18,27,57,58,60,62,68,69,70,81,96,97","4,7,12,20,25,29,36,41,42,47,49,50,67,77,80,86",0.9148476662932079,0.7711159964257489,0.8829888945012074,0.6164002583578039
bge_base_en_v15,BGE-base-en-v1.5,30,4,B1_and_B2_shared_selection,d4ab89ba5be2ea63,62099f7a34f67aa9,30,30,14,46,0.30434782608695654,True,"0,5,11,16,18,27,57,58,60,62,68,69,70,81,96,97","4,7,12,20,25,29,36,41,42,47,49,50,67,77,80,86",0.9148476662932079,0.7711159964257489,0.8829888945012074,0.6164002583578039
bge_base_en_v15,BGE-base-en-v1.5,50,0,B1_and_B2_shared_selection,6eea9f717fd92763,d172a87b5a6e4875,50,50,34,66,0.5151515151515151,True,"1,6,11,16,18,37,38,39,44,57,60,68,70,74,81,97","4,8,13,22,25,29,36,41,42,47,49,50,67,80,86,98",0.9450588622917055,0.7713493584730263,0.930037828572538,0.6265620656816998
bge_base_en_v15,BGE-base-en-v1.5,50,1,B1_and_B2_shared_selection,6eea9f717fd92763,d172a87b5a6e4875,50,50,34,66,0.5151515151515151,True,"1,6,11,16,18,37,38,39,44,57,60,68,70,74,81,97","4,8,13,22,25,29,36,41,42,47,49,50,67,80,86,98",0.9450588622917055,0.7713493584730263,0.930037828572538,0.6265620656816998
bge_base_en_v15,BGE-base-en-v1.5,50,2,B1_and_B2_shared_selection,6eea9f717fd92763,d172a87b5a6e4875,50,50,34,66,0.5151515151515151,True,"1,6,11,16,18,37,38,39,44,57,60,68,70,74,81,97","4,8,13,22,25,29,36,41,42,47,49,50,67,80,86,98",0.9450588622917055,0.7713493584730263,0.930037828572538,0.6265620656816998
bge_base_en_v15,BGE-base-en-v1.5,50,3,B1_and_B2_shared_selection,6eea9f717fd92763,d172a87b5a6e4875,50,50,34,66,0.5151515151515151,True,"1,6,11,16,18,37,38,39,44,57,60,68,70,74,81,97","4,8,13,22,25,29,36,41,42,47,49,50,67,80,86,98",0.9450588622917055,0.7713493584730263,0.930037828572538,0.6265620656816998
bge_base_en_v15,BGE-base-en-v1.5,50,4,B1_and_B2_shared_selection,6eea9f717fd92763,d172a87b5a6e4875,50,50,34,66,0.5151515151515151,True,"1,6,11,16,18,37,38,39,44,57,60,68,70,74,81,97","4,8,13,22,25,29,36,41,42,47,49,50,67,80,86,98",0.9450588622917055,0.7713493584730263,0.930037828572538,0.6265620656816998
bge_base_en_v15,BGE-base-en-v1.5,90,0,B1_and_B2_shared_selection,d1c9629104d4613e,e4aca0f6b9e84075,90,90,85,95,0.8947368421052632,True,"24,37,60,64,99","36,50,53,80,82",0.9928619934664096,0.7775689665349799,0.9945457838532562,0.628319119336572
bge_base_en_v15,BGE-base-en-v1.5,90,1,B1_and_B2_shared_selection,d1c9629104d4613e,e4aca0f6b9e84075,90,90,85,95,0.8947368421052632,True,"24,37,60,64,99","36,50,53,80,82",0.9928619934664096,0.7775689665349799,0.9945457838532562,0.628319119336572
bge_base_en_v15,BGE-base-en-v1.5,90,2,B1_and_B2_shared_selection,d1c9629104d4613e,e4aca0f6b9e84075,90,90,85,95,0.8947368421052632,True,"24,37,60,64,99","36,50,53,80,82",0.9928619934664096,0.7775689665349799,0.9945457838532562,0.628319119336572
bge_base_en_v15,BGE-base-en-v1.5,90,3,B1_and_B2_shared_selection,d1c9629104d4613e,e4aca0f6b9e84075,90,90,85,95,0.8947368421052632,True,"24,37,60,64,99","36,50,53,80,82",0.9928619934664096,0.7775689665349799,0.9945457838532562,0.628319119336572
bge_base_en_v15,BGE-base-en-v1.5,90,4,B1_and_B2_shared_selection,d1c9629104d4613e,e4aca0f6b9e84075,90,90,85,95,0.8947368421052632,True,"24,37,60,64,99","36,50,53,80,82",0.9928619934664096,0.7775689665349799,0.9945457838532562,0.628319119336572
