version,embedding_key,embedding_label,ratio,n_participants,n_folds,K_mode,tau_mean,scoring_convention,rounded_primary,item_r_mean,item_r_ci_lower,item_r_ci_upper,item_mae_mean,item_mae_ci_lower,item_mae_ci_upper,item_rmse_mean,item_rmse_ci_lower,item_rmse_ci_upper,rounded_accuracy_mean,rounded_accuracy_ci_lower,rounded_accuracy_ci_upper,rounded_mae_mean,rounded_mae_ci_lower,rounded_mae_ci_upper,profile_r_mean,profile_r_ci_lower,profile_r_ci_upper,trait_r_mean,trait_r_mean_ci_lower,trait_r_mean_ci_upper,jaccard_mean_vs_s_old,jaccard_min_vs_s_old,jaccard_max_vs_s_old,selection_changed_any_fold
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,50,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4657167848030815,0.4590333261383618,0.4724002434678012,0.8956190095449703,0.8897315112264474,0.9015065078634932,1.1007080059650487,1.0940790126265196,1.1073369993035778,0.3373808657693706,0.3338143823233335,0.3409473492154078,0.8675372862859221,0.8610923261542218,0.8739822464176223,0.9304602126604729,0.9266683125279128,0.9342521127930328,0.9458046419337498,0.9434174230680936,0.948191860799406,0.5151515151515151,0.5151515151515151,0.5151515151515151,True
B1_fixed,e5_base_v2,E5-base-v2,50,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4592856712394835,0.4526256564196386,0.4659456860593284,0.9336572578578024,0.9273943898621064,0.9399201258534982,1.124737959372141,1.1180606204195576,1.1314152983247243,0.3036813386686067,0.2999012534310847,0.3074614239061287,0.9086504183339396,0.9018296596838488,0.9154711769840308,0.9422058601917304,0.9386756405042028,0.945736079879258,0.9237983332851554,0.9174229267894378,0.9301737397808728,0.4492753623188406,0.4492753623188406,0.4492753623188406,True
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,50,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4528130805935873,0.4468199330204121,0.4588062281667625,0.8840932238254993,0.8779982208566776,0.890188226794321,1.127240826931621,1.1200681063645506,1.1344135474986914,0.3677555474718079,0.3644800796349419,0.3710310153086738,0.8586467806475082,0.852115220868841,0.8651783404261755,0.9476479126611704,0.9447953987498574,0.9505004265724836,0.9416823984510116,0.9386819424859753,0.9446828544160478,0.3333333333333333,0.3333333333333333,0.3333333333333333,True
B1_fixed,mpnet_base_v2,MPNet-base-v2,50,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4739258756834425,0.467920350912875,0.47993140045401,0.8892609532278765,0.883050466546221,0.8954714399095319,1.151989074144878,1.144485714143073,1.1594924341466826,0.3789305201891596,0.3756581456987297,0.3822028946795895,0.8681193161149509,0.8615041411457345,0.8747344910841672,0.9546637048081156,0.9519276649569126,0.9573997446593184,0.9382822187677028,0.9342960994378312,0.9422683380975746,0.4084507042253521,0.4084507042253521,0.4084507042253521,True
B1_fixed,sbert_original,SBERT (original),50,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4315828646233322,0.4256167973487382,0.4375489318979261,0.887575824571917,0.8814040100832861,0.8937476390605479,1.1411670278214523,1.1338964678639412,1.1484375877789634,0.3759839941797017,0.3726949262591788,0.3792730621002245,0.863877773735904,0.8573121992699175,0.8704433482018905,0.946378869437242,0.9433908507349136,0.9493668881395708,0.9410632430020844,0.9359122618455764,0.9462142241585922,0.9230769230769232,0.9230769230769232,0.9230769230769232,True
B1_fixed,bge_base_en_v15,BGE-base-en-v1.5,90,2749,5,3,0.03,heldout_unselected_items_only_phase2_convention,False,0.5464802718643814,0.5346140084499573,0.5583465352788055,0.7113474340497108,0.6997965553755361,0.7228983127238855,1.0454085578463646,1.0311009180884922,1.0597161976042369,0.5032739177882867,0.4970279278774191,0.5095199076991542,0.7152055292833758,0.7032902969685362,0.7271207615982154,0.993526167807553,0.9929593343595068,0.9940930012555992,0.9927486270053766,0.9921455766071214,0.9933516774036316,0.8947368421052632,0.8947368421052632,0.8947368421052632,True
B1_fixed,e5_base_v2,E5-base-v2,90,2749,5,3,0.03,heldout_unselected_items_only_phase2_convention,False,0.4654677119645761,0.4547120170082414,0.4762234069209107,0.7944519651857128,0.7844393455069025,0.8044645848645231,1.1466580577958772,1.133732244732723,1.1595838708590314,0.4798108403055656,0.4739110251743426,0.4857106554367886,0.7933066569661695,0.7826016671442041,0.804011646788135,0.99333474003142,0.9927879232366228,0.9938815568262174,0.992958587227403,0.992475640861953,0.9934415335928533,0.8181818181818181,0.8181818181818182,0.8181818181818182,True
B1_fixed,minilm_l6_v2,MiniLM-L6-v2,90,2749,5,3,0.03,heldout_unselected_items_only_phase2_convention,False,0.4143497381475623,0.4024978991815762,0.4262015771135484,0.8310089010243817,0.8192597598381676,0.8427580422105959,1.256743821400852,1.2422556701022658,1.271231972699438,0.4821025827573662,0.476200613676749,0.4880045518379834,0.8318297562750092,0.820031271494301,0.8436282410557174,0.9919340834107532,0.9913832592639132,0.9924849075575934,0.9911769248110496,0.9904064387402054,0.9919474108818938,0.8556701030927835,0.8556701030927835,0.8556701030927835,True
B1_fixed,mpnet_base_v2,MPNet-base-v2,90,2749,5,3,0.03,heldout_unselected_items_only_phase2_convention,False,0.5542630785972928,0.5429039624510846,0.5656221947435011,0.7028069657170741,0.6912849911397095,0.7143289402944387,1.061181930864642,1.0468557500573197,1.0755081116719645,0.5106947981084031,0.5043825428753526,0.5170070533414537,0.7021098581302292,0.6905312069963163,0.7136885092641421,0.9937855401208808,0.9932350123642706,0.9943360678774912,0.9925898935794552,0.991939487854254,0.9932402993046564,0.875,0.875,0.875,True
B1_fixed,sbert_original,SBERT (original),90,2749,5,3,0.03,heldout_unselected_items_only_phase2_convention,False,0.601267868673923,0.5903691644749751,0.6121665728728709,0.6664310539721134,0.655229709494299,0.6776323984499278,0.976661814452884,0.963329256215438,0.9899943726903304,0.5134594397962896,0.5066620283450937,0.5202568512474856,0.6617315387413606,0.6503009501407274,0.6731621273419938,0.9934695818085408,0.9928665740258222,0.9940725895912592,0.9937064533469664,0.9931010741309104,0.9943118325630222,1.0,1.0,1.0,False
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,10,2749,5,5,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.3233150560390465,0.3175660489792631,0.3290640630988299,1.010024809728,1.0034727501695389,1.0165768692864612,1.2687987889276762,1.2609000210765935,1.2766975567787588,0.3250757851339881,0.3219904268343258,0.3281611434336504,0.982656319469706,0.9757728239442854,0.9895398149951268,0.7280641941403515,0.7172075605419026,0.7389208277388004,0.5954651605426056,0.5802247557850755,0.6107055653001356,0.25,0.25,0.25,True
B2_tuned,e5_base_v2,E5-base-v2,10,2749,5,5,0.03,heldout_unselected_items_only_phase2_convention,False,0.300270943051135,0.2940447724864431,0.306497113615827,1.010501764317724,1.0039252989387202,1.0170782296967276,1.2809844110238156,1.2732073357779503,1.2887614862696806,0.3276787518693666,0.3248221439788464,0.3305353597598868,0.9886302089648762,0.9817175122558844,0.995542905673868,0.6962904212426498,0.6848002503900236,0.7077805920952761,0.6154832288483967,0.5991426135283073,0.631823844168486,0.1764705882352941,0.1764705882352941,0.1764705882352941,True
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,10,2749,5,7,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.2984767851163499,0.2928953568434946,0.3040582133892052,1.0020504141288331,0.9957041825211562,1.0083966457365103,1.2641824367930026,1.2566976441962006,1.2716672293898046,0.3252980881936866,0.3223623841232408,0.3282337922641323,0.9805666707085404,0.9739299961539836,0.9872033452630972,0.7484268542480133,0.7381870664865509,0.7586666420094756,0.657470368097711,0.6454767170690308,0.6694640191263912,0.1111111111111111,0.1111111111111111,0.1111111111111111,True
B2_tuned,mpnet_base_v2,MPNet-base-v2,10,2749,5,7,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.3506870790084507,0.34489873591457,0.3564754221023313,0.9835946986214232,0.9770652684641216,0.9901241287787246,1.2738312302454535,1.26577634919467,1.2818861112962376,0.3509841962733923,0.3480054717879066,0.3539629207588781,0.9623014429489511,0.9554401347441696,0.9691627511537328,0.7715351048489159,0.761357824600915,0.7817123850969168,0.6776437346024969,0.6609058983904588,0.6943815708145351,0.1764705882352941,0.1764705882352941,0.1764705882352941,True
B2_tuned,sbert_original,SBERT (original),10,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.2767252392782875,0.2711094228116494,0.2823410557449257,1.018599347117257,1.0121456118271983,1.0250530824073154,1.2867025852028129,1.2790701018407096,1.2943350685649162,0.3205408027161391,0.3177655747280132,0.323316030704265,1.0015237864273878,0.9947568044995658,1.0082907683552098,0.6954221575704942,0.6838204859760816,0.7070238291649068,0.6429576360119515,0.615014371349665,0.6709009006742381,1.0,1.0,1.0,False
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,30,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4272834756213724,0.4212203480366922,0.4333466032060526,0.9264240890038624,0.9205876965375764,0.9322604814701488,1.1347445931509674,1.1282459410801853,1.1412432452217496,0.322236657485839,0.3188089425600394,0.3256643724116386,0.900758717455698,0.8944003015154988,0.9071171333958976,0.903190127309943,0.8980421007538586,0.9083381538660272,0.8662269913974908,0.8604730494371603,0.8719809333578213,0.3043478260869565,0.3043478260869565,0.3043478260869565,True
B2_tuned,e5_base_v2,E5-base-v2,30,2749,5,5,0.0899963623135685,heldout_unselected_items_only_phase2_convention,False,0.4070911820962338,0.4014864435351636,0.4126959206573041,0.9367305372308072,0.9306766961530972,0.942784378308517,1.1523466089079648,1.1455547462504072,1.1591384715655224,0.3211973185054305,0.3179911891695172,0.3244034478413439,0.9113132048017462,0.9048230910586652,0.9178033185448272,0.8863846305628672,0.8805947277893732,0.8921745333363612,0.8320712463464762,0.8242992034000245,0.839843289292928,0.2244897959183673,0.2244897959183673,0.2244897959183673,True
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,30,2749,5,5,0.1200072753728628,heldout_unselected_items_only_phase2_convention,False,0.4066706723925082,0.4011247030265932,0.4122166417584232,0.9225460521146988,0.916575629105654,0.9285164751237438,1.170313389275483,1.1633018369543755,1.1773249415965898,0.3493374213999896,0.3463957966659125,0.3522790461340666,0.8998960661019592,0.8936327366808452,0.9061593955230732,0.91158812932288,0.9068707584691996,0.9163055001765602,0.8730728054410166,0.8657813932907306,0.8803642175913027,0.2,0.2,0.2,True
B2_tuned,mpnet_base_v2,MPNet-base-v2,30,2749,5,5,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4356072004359351,0.4298115826754115,0.4414028181964586,0.9236492414427284,0.9177075766068924,0.9295909062785648,1.170961862122487,1.163869098633274,1.1780546256117002,0.3517798680039495,0.3486565459118622,0.3549031900960367,0.8979784856831055,0.8916392794586665,0.9043176919075444,0.9108417005301124,0.9060616322636728,0.915621768796552,0.8786433785741062,0.873583715178024,0.8837030419701885,0.3043478260869565,0.3043478260869565,0.3043478260869565,True
B2_tuned,sbert_original,SBERT (original),30,2749,5,7,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.3805156858151376,0.3751306602509962,0.385900711379279,0.9537267057573704,0.9477388882919991,0.9597145232227414,1.180398481568288,1.1735851340148344,1.1872118291217415,0.3235046510419373,0.3203183020080698,0.3266910000758048,0.9258639505274644,0.9194598925121172,0.9322680085428116,0.8901357717839826,0.8846651011459924,0.8956064424219728,0.8531595304858295,0.8418089255966076,0.8645101353750514,0.9354838709677418,0.935483870967742,0.935483870967742,True
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,50,2749,5,10,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4657167848030815,0.4590333261383618,0.4724002434678012,0.8956190095449703,0.8897315112264474,0.9015065078634932,1.1007080059650487,1.0940790126265196,1.1073369993035778,0.3373808657693706,0.3338143823233335,0.3409473492154078,0.8675372862859221,0.8610923261542218,0.8739822464176223,0.9304602126604729,0.9266683125279128,0.9342521127930328,0.9458046419337498,0.9434174230680936,0.948191860799406,0.5151515151515151,0.5151515151515151,0.5151515151515151,True
B2_tuned,e5_base_v2,E5-base-v2,50,2749,5,10,0.0699890869407056,heldout_unselected_items_only_phase2_convention,False,0.4658091157681583,0.4593474024901567,0.4722708290461599,0.906694478070602,0.9005815107691335,0.9128074453720704,1.112242906637514,1.1054084337024448,1.1190773795725837,0.3275882138959621,0.3239591900636443,0.33121723772828,0.8814477991997092,0.874801802717341,0.8880937956820774,0.9403806856227188,0.9366016340460166,0.944159737199421,0.9284002879936636,0.921728596698545,0.9350719792887824,0.4492753623188406,0.4492753623188406,0.4492753623188406,True
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,50,2749,5,5,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4651943575276723,0.4591201261217849,0.4712685889335598,0.8881936052712736,0.8821769889589616,0.8942102215835855,1.1077168093536736,1.1007496897122782,1.114683928995069,0.3528410331029465,0.3494804880205706,0.3562015781853225,0.8603564932702801,0.8538385264682032,0.8668744600723569,0.9485831745281076,0.9457718953343672,0.951394453721848,0.9401773701503432,0.9372673868286864,0.9430873534720002,0.3333333333333333,0.3333333333333333,0.3333333333333333,True
B2_tuned,mpnet_base_v2,MPNet-base-v2,50,2749,5,5,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4877969980988802,0.4817824396477598,0.4938115565500006,0.8911822962489293,0.8850615670972646,0.897303025400594,1.1309459509481,1.1236213268337465,1.138270575062454,0.363717715532921,0.3603529858813178,0.3670824451845242,0.8655802109858132,0.8589794538192499,0.8721809681523764,0.954429567673585,0.9517463385349384,0.9571127968122316,0.938961390684162,0.9354293319614804,0.9424934494068438,0.4084507042253521,0.4084507042253521,0.4084507042253521,True
B2_tuned,sbert_original,SBERT (original),50,2749,5,10,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.4381468670203977,0.4322858368447257,0.4440078971960696,0.9146084258510884,0.9084944971718728,0.920722354530304,1.1128743293075891,1.1061908036132826,1.1195578550018956,0.3185449254274282,0.3149137094862735,0.3221761413685828,0.8887522735540198,0.8821176522584112,0.8953868948496283,0.9544647217716428,0.9518124283323872,0.9571170152108984,0.9404264779028224,0.9356480116558747,0.94520494414977,0.9230769230769232,0.9230769230769232,0.9230769230769232,True
B2_tuned,bge_base_en_v15,BGE-base-en-v1.5,90,2749,5,15,0.0999999999999999,heldout_unselected_items_only_phase2_convention,False,0.5965049916384709,0.585054750988196,0.6079552322887458,0.7539751448938732,0.7454881738847237,0.7624621159030227,0.9227307848126444,0.9121865142758752,0.9332750553494136,0.4044379774463441,0.3979601690008224,0.4109157858918659,0.7209166969807203,0.7111575412590294,0.7306758527024111,0.9952473187709237,0.9947888810420686,0.9957057564997788,0.9939753000768974,0.993600860972472,0.9943497391813226,0.8947368421052632,0.8947368421052632,0.8947368421052632,True
B2_tuned,e5_base_v2,E5-base-v2,90,2749,5,10,0.0899963623135685,heldout_unselected_items_only_phase2_convention,False,0.5389630715515931,0.5292886324915722,0.5486375106116139,0.8132163715097147,0.8051042075211882,0.8213285354982413,1.0010206731481337,0.9915275018319286,1.010513844464339,0.3817388141142234,0.3755217065211062,0.3879559217073405,0.7811567842851945,0.7717948583198884,0.7905187102505007,0.9950044005376394,0.9945838481114035,0.9954249529638752,0.994264542143132,0.9940724117104308,0.9944566725758331,0.8181818181818181,0.8181818181818182,0.8181818181818182,True
B2_tuned,minilm_l6_v2,MiniLM-L6-v2,90,2749,5,15,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.5298658792510795,0.518720909140144,0.541010849362015,0.7774463242663395,0.7685409938716242,0.7863516546610548,0.9735123783152418,0.9623247896412136,0.9846999669892702,0.4170971262277191,0.4109065526274524,0.4232876998279859,0.744343397599127,0.734206227685025,0.7544805675132291,0.9951920472298084,0.9948127115787097,0.9955713828809072,0.9935019004724824,0.99297968531619,0.9940241156287752,0.8556701030927835,0.8556701030927835,0.8556701030927835,True
B2_tuned,mpnet_base_v2,MPNet-base-v2,90,2749,5,7,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.5972354258318525,0.5861773778599884,0.6082934738037167,0.7076138085596302,0.6988444542922143,0.7163831628270461,0.9074501830774998,0.8958456139379234,0.9190547522170762,0.4724627137140777,0.4659598281259263,0.4789655993022291,0.6652600945798472,0.6551041693632729,0.6754160197964216,0.9952989982936782,0.9949042790962328,0.9956937174911236,0.9941665466316768,0.9937495555045414,0.9945835377588124,0.875,0.875,0.875,True
B2_tuned,sbert_original,SBERT (original),90,2749,5,3,0.1999999999999999,heldout_unselected_items_only_phase2_convention,False,0.613302217267876,0.6024099002162174,0.6241945343195346,0.6869052161840851,0.677325782630205,0.6964846497379651,0.9060759403760774,0.8943229404027346,0.9178289403494202,0.4876318661331393,0.480918177105214,0.4943455551610645,0.6592942888323026,0.6486819797825287,0.6699065978820764,0.9947802190453908,0.9942586326037992,0.9953018054869828,0.9946244015255814,0.9941551253830728,0.99509367766809,1.0,1.0,1.0,False
